0.0000	0.0000	1.0000	8.8177e+06	1.3120e+00
0.0000	0.2000	0.8000	8.4810e+06	1.4140e+00
0.0000	0.1500	0.8500	8.5695e+06	1.5205e+00
0.0000	0.5000	0.5000	7.9451e+06	1.5782e+00
0.0000	0.3500	0.6500	8.2206e+06	1.5975e+00
0.0000	0.1000	0.9000	8.6409e+06	1.6083e+00
0.0000	0.0500	0.9500	8.7348e+06	1.7910e+00
0.0000	0.9000	0.1000	7.0300e+06	3.6166e-01
0.0000	0.3000	0.7000	8.3045e+06	2.2101e+00
0.0000	0.4500	0.5500	8.0464e+06	2.6521e+00
0.0000	0.6000	0.4000	7.7523e+06	2.9918e+00
0.0000	0.5500	0.4500	7.8585e+06	3.0410e+00
0.0000	0.6500	0.3500	7.6450e+06	3.0374e+00
0.0000	0.8500	0.1500	7.1724e+06	2.1893e+00
0.0000	0.7500	0.2500	7.4305e+06	2.5517e+00
0.0000	0.7000	0.3000	7.5353e+06	2.7630e+00
0.0000	0.8000	0.2000	7.3065e+06	2.6920e+00
0.0000	0.9500	0.0500	6.8697e+06	2.9858e+00
0.0000	1.0000	0.0000	6.6669e+06	3.9704e+00
0.0500	0.0500	0.9000	8.6244e+06	4.8237e+00
0.0500	0.1500	0.8000	8.4584e+06	4.1940e+00
0.0500	0.0000	0.9500	8.7130e+06	5.7021e+00
0.0500	0.1000	0.8500	8.5424e+06	5.7030e+00
0.0500	0.2000	0.7500	8.3711e+06	5.7582e+00
0.0500	0.2500	0.7000	8.2841e+06	5.7850e+00
0.0500	0.8500	0.1000	6.9541e+06	1.1371e+00
0.0500	0.3500	0.6000	8.1059e+06	6.2735e+00
0.0500	0.3000	0.6500	8.1962e+06	7.2450e+00
0.0500	0.4000	0.5500	8.0120e+06	7.1167e+00
0.0500	0.4500	0.5000	7.9157e+06	7.2041e+00
0.0000	0.4000	0.6000	8.1381e+06	1.2763e+01
0.0000	0.2500	0.7500	8.4000e+06	1.2880e+01
0.0500	0.5500	0.4000	7.7178e+06	7.2512e+00
0.0500	0.5000	0.4500	7.8195e+06	8.4324e+00
0.0500	0.9000	0.0500	6.7977e+06	3.6249e+00
0.0500	0.8000	0.1500	7.1230e+06	4.9217e+00
0.0500	0.6000	0.3500	7.6106e+06	6.9323e+00
0.0500	0.7500	0.2000	7.2579e+06	6.8894e+00
0.0500	0.7000	0.2500	7.3838e+06	7.7315e+00
0.0500	0.6500	0.3000	7.5016e+06	8.4456e+00
0.0500	0.9500	-0.0000	6.5970e+06	5.6773e+00
0.1000	0.0500	0.8500	8.4835e+06	5.0823e+00
0.1000	0.1000	0.8000	8.3951e+06	5.4166e+00
0.1000	0.0000	0.9000	8.5647e+06	6.0904e+00
0.1000	0.2000	0.7000	8.2227e+06	6.6949e+00
0.1000	0.1500	0.7500	8.3100e+06	7.6371e+00
0.1000	0.3000	0.6000	8.0440e+06	8.0606e+00
0.1000	0.3500	0.5500	7.9506e+06	7.5250e+00
0.1000	0.2500	0.6500	8.1356e+06	8.3958e+00
0.1000	0.4000	0.5000	7.8549e+06	7.6857e+00
0.1000	0.4500	0.4500	7.7583e+06	9.4470e+00
0.1000	0.8000	0.1000	6.9066e+06	7.2355e+00
0.1000	0.8500	0.0500	6.7311e+06	4.8208e+00
0.1000	0.7000	0.2000	7.1940e+06	8.4580e+00
0.1000	0.6500	0.2500	7.3203e+06	9.1712e+00
0.1000	0.5000	0.4000	7.6549e+06	9.9044e+00
0.1000	0.7500	0.1500	7.0571e+06	8.5292e+00
0.1500	0.0000	0.8500	8.4208e+06	5.1966e+00
0.1000	0.6000	0.3000	7.4391e+06	1.0900e+01
0.1000	0.9000	0.0000	6.5272e+06	6.4673e+00
0.1000	0.5500	0.3500	7.5508e+06	1.1553e+01
0.1500	0.1000	0.7500	8.2488e+06	7.1483e+00
0.1500	0.0500	0.8000	8.3347e+06	7.8135e+00
0.1500	0.1500	0.7000	8.1601e+06	7.6792e+00
0.1500	0.2000	0.6500	8.0731e+06	9.0530e+00
0.1500	0.3000	0.5500	7.8895e+06	8.1588e+00
0.1500	0.2500	0.6000	7.9821e+06	8.8842e+00
0.1500	0.4500	0.4000	7.5921e+06	9.5517e+00
0.1500	0.4000	0.4500	7.6958e+06	1.0463e+01
0.1500	0.3500	0.5000	7.7950e+06	1.0859e+01
0.1500	0.5000	0.3500	7.4884e+06	1.0706e+01
0.1500	0.8500	-0.0000	6.4525e+06	7.5214e+00
0.1500	0.8000	0.0500	6.6728e+06	8.2708e+00
0.1500	0.6000	0.2500	7.2554e+06	1.1085e+01
0.1500	0.7500	0.1000	6.8397e+06	9.4376e+00
0.1500	0.5500	0.3000	7.3747e+06	1.1692e+01
0.1500	0.7000	0.1500	6.9926e+06	1.1074e+01
0.1500	0.6500	0.2000	7.1307e+06	1.1756e+01
0.2000	0.0000	0.8000	8.2723e+06	6.6033e+00
0.2000	0.0500	0.7500	8.1855e+06	8.2704e+00
0.2000	0.1000	0.7000	8.0994e+06	9.6650e+00
0.2000	0.1500	0.6500	8.0106e+06	9.5291e+00
0.2000	0.2000	0.6000	7.9196e+06	9.0881e+00
0.2000	0.3000	0.5000	7.7322e+06	1.0470e+01
0.2000	0.2500	0.5500	7.8282e+06	1.1307e+01
0.2000	0.3500	0.4500	7.6319e+06	1.1081e+01
0.2000	0.6500	0.1500	6.9229e+06	1.0289e+01
0.2000	0.7500	0.0500	6.6019e+06	8.6084e+00
0.2000	0.7000	0.1000	6.7708e+06	1.0890e+01
0.2000	0.4500	0.3500	7.4238e+06	1.2634e+01
0.2000	0.5000	0.3000	7.3099e+06	1.2496e+01
0.2000	0.4000	0.4000	7.5320e+06	1.3084e+01
0.2000	0.6000	0.2000	7.0641e+06	1.2695e+01
0.2000	0.8000	0.0000	6.3806e+06	8.2944e+00
0.2000	0.5500	0.2500	7.1923e+06	1.3827e+01
0.2500	0.0000	0.7500	8.1231e+06	8.8130e+00
0.2500	0.0500	0.7000	8.0364e+06	9.9811e+00
0.2500	0.1000	0.6500	7.9473e+06	1.0749e+01
0.2500	0.2000	0.5500	7.7646e+06	1.0872e+01
0.2500	0.2500	0.5000	7.6683e+06	1.0745e+01
0.2500	0.1500	0.6000	7.8575e+06	1.2700e+01
0.2500	0.3000	0.4500	7.5679e+06	1.0968e+01
0.2500	0.7000	0.0500	6.5316e+06	8.0828e+00
0.2500	0.6500	0.1000	6.7000e+06	1.0194e+01
0.2500	0.3500	0.4000	7.4666e+06	1.3127e+01
0.2500	0.4000	0.3500	7.3591e+06	1.3308e+01
0.2500	0.6000	0.1500	6.8572e+06	1.2808e+01
0.2500	0.5000	0.2500	7.1263e+06	1.4050e+01
0.2500	0.5500	0.2000	6.9968e+06	1.4054e+01
0.2500	0.4500	0.3000	7.2466e+06	1.5274e+01
0.3000	0.0000	0.7000	7.9705e+06	9.0132e+00
0.2500	0.7500	0.0000	6.3094e+06	1.2336e+01
0.3000	0.0500	0.6500	7.8842e+06	1.2712e+01
0.3000	0.2000	0.5000	7.6024e+06	1.1056e+01
0.3000	0.1000	0.6000	7.7931e+06	1.2345e+01
0.3000	0.1500	0.5500	7.6993e+06	1.2287e+01
0.3000	0.6500	0.0500	6.4612e+06	5.6183e+00
0.3000	0.2500	0.4500	7.5020e+06	1.2773e+01
0.3000	0.3000	0.4000	7.4009e+06	1.3363e+01
0.3000	0.3500	0.3500	7.2927e+06	1.4217e+01
0.3000	0.5500	0.1500	6.7876e+06	1.2587e+01
0.3000	0.6000	0.1000	6.6317e+06	1.1773e+01
0.3000	0.4500	0.2500	7.0593e+06	1.3599e+01
0.3000	0.5000	0.2000	6.9291e+06	1.3364e+01
0.3000	0.4000	0.3000	7.1800e+06	1.5154e+01
0.3500	0.6000	0.0500	6.3860e+06	1.0777e+00
0.3000	0.7000	-0.0000	6.2337e+06	1.4241e+01
0.3500	0.0000	0.6500	7.8172e+06	1.1627e+01
0.3500	0.1000	0.5500	7.6323e+06	1.2469e+01
0.3500	0.1500	0.5000	7.5378e+06	1.3813e+01
0.3500	0.0500	0.6000	7.7265e+06	1.4096e+01
0.3500	0.2000	0.4500	7.4372e+06	1.4049e+01
0.3500	0.2500	0.4000	7.3339e+06	1.3949e+01
0.3500	0.5500	0.1000	6.5596e+06	1.1879e+01
0.3500	0.3000	0.3500	7.2276e+06	1.6402e+01
0.3500	0.5000	0.1500	6.7192e+06	1.4888e+01
0.3500	0.3500	0.3000	7.1128e+06	1.5466e+01
0.3500	0.6500	-0.0000	6.1569e+06	1.3034e+01
0.4000	0.0000	0.6000	7.6577e+06	1.1989e+01
