0.2500	0.3500	0.4000	1.9573e+07
0.2000	0.8000	0.0000	1.7107e+07
0.2500	0.4000	0.3500	1.9314e+07
0.2500	0.4500	0.3000	1.9051e+07
0.3000	0.0000	0.7000	2.0802e+07
0.3000	0.0500	0.6500	2.0566e+07
0.3000	0.1000	0.6000	2.0336e+07
0.3000	0.2000	0.5000	1.9854e+07
0.2500	0.6000	0.1500	1.8174e+07
0.2500	0.5500	0.2000	1.8477e+07
0.2500	0.5000	0.2500	1.8767e+07
0.2500	0.6500	0.1000	1.7835e+07
0.3000	0.1500	0.5500	2.0100e+07
0.3000	0.2500	0.4500	1.9609e+07
0.3000	0.3000	0.4000	1.9361e+07
0.2500	0.7000	0.0500	1.7446e+07
0.3000	0.3500	0.3500	1.9104e+07
0.3500	0.0000	0.6500	2.0352e+07
0.3500	0.0500	0.6000	2.0119e+07
0.3000	0.4000	0.3000	1.8834e+07
0.2500	0.7500	0.0000	1.6874e+07
0.3500	0.1000	0.5500	1.9876e+07
0.3000	0.4500	0.2500	1.8553e+07
0.3000	0.5000	0.2000	1.8266e+07
0.3500	0.2000	0.4500	1.9393e+07
0.3500	0.2500	0.4000	1.9152e+07
0.3500	0.1500	0.5000	1.9648e+07
0.3000	0.5500	0.1500	1.7951e+07
0.3000	0.6000	0.1000	1.7619e+07
0.3000	0.6500	0.0500	1.7223e+07
0.3500	0.3000	0.3500	1.8886e+07
0.3500	0.4000	0.2500	1.8347e+07
0.3500	0.3500	0.3000	1.8625e+07
0.4000	0.0000	0.6000	1.9905e+07
0.4000	0.1500	0.4500	1.9178e+07
0.3000	0.7000	-0.0000	1.6647e+07
0.4000	0.0500	0.5500	1.9671e+07
0.4000	0.1000	0.5000	1.9435e+07
0.4000	0.2000	0.4000	1.8934e+07
0.3500	0.4500	0.2000	1.8046e+07
0.3500	0.5000	0.1500	1.7737e+07
0.3500	0.5500	0.1000	1.7392e+07
0.3500	0.6000	0.0500	1.6996e+07
0.4000	0.2500	0.3500	1.8675e+07
0.3500	0.6500	-0.0000	1.6420e+07
0.4500	0.0000	0.5500	1.9452e+07
0.4000	0.3000	0.3000	1.8405e+07
0.4500	0.0500	0.5000	1.9210e+07
0.4500	0.1000	0.4500	1.8966e+07
0.4000	0.3500	0.2500	1.8125e+07
0.4000	0.4000	0.2000	1.7833e+07
0.4500	0.1500	0.4000	1.8716e+07
0.4000	0.4500	0.1500	1.7516e+07
0.4000	0.5000	0.1000	1.7173e+07
0.4500	0.2000	0.3500	1.8461e+07
0.4500	0.2500	0.3000	1.8191e+07
0.4000	0.5500	0.0500	1.6767e+07
0.5000	0.1000	0.4000	1.8492e+07
0.4000	0.6000	-0.0000	1.6186e+07
0.5000	0.0500	0.4500	1.8739e+07
0.5000	0.0000	0.5000	1.8989e+07
0.5000	0.1500	0.3500	1.8242e+07
0.4500	0.3000	0.2500	1.7907e+07
0.4500	0.3500	0.2000	1.7610e+07
0.4500	0.4000	0.1500	1.7291e+07
0.4500	0.4500	0.1000	1.6944e+07
0.5000	0.2000	0.3000	1.7970e+07
0.4500	0.5000	0.0500	1.6541e+07
0.5500	0.0000	0.4500	1.8509e+07
0.5000	0.2500	0.2500	1.7688e+07
0.5500	0.0500	0.4000	1.8265e+07
0.4500	0.5500	0.0000	1.5948e+07
0.5000	0.3000	0.2000	1.7391e+07
0.5500	0.1000	0.3500	1.8016e+07
0.5000	0.3500	0.1500	1.7077e+07
0.5500	0.1500	0.3000	1.7747e+07
0.5000	0.4000	0.1000	1.6719e+07
0.5000	0.4500	0.0500	1.6312e+07
0.6000	0.0500	0.3500	1.7789e+07
0.5500	0.2000	0.2500	1.7464e+07
0.6000	0.0000	0.4000	1.8027e+07
0.5500	0.2500	0.2000	1.7165e+07
0.5000	0.5000	0.0000	1.5714e+07
0.5500	0.3000	0.1500	1.6844e+07
0.6000	0.1000	0.3000	1.7510e+07
0.6000	0.1500	0.2500	1.7232e+07
0.6500	0.0000	0.3500	1.7542e+07
0.5500	0.3500	0.1000	1.6489e+07
0.5500	0.4000	0.0500	1.6081e+07
0.6500	0.0500	0.3000	1.7279e+07
0.6000	0.2000	0.2000	1.6936e+07
0.6000	0.2500	0.1500	1.6607e+07
0.5500	0.4500	-0.0000	1.5470e+07
0.6500	0.1000	0.2500	1.6992e+07
0.6000	0.3000	0.1000	1.6252e+07
0.6000	0.3500	0.0500	1.5837e+07
0.7000	0.0000	0.3000	1.7025e+07
0.6500	0.1500	0.2000	1.6692e+07
0.6000	0.4000	-0.0000	1.5221e+07
0.6500	0.2000	0.1500	1.6369e+07
0.6500	0.2500	0.1000	1.6011e+07
0.7000	0.0500	0.2500	1.6744e+07
0.6500	0.3000	0.0500	1.5594e+07
0.7000	0.1000	0.2000	1.6445e+07
0.6500	0.3500	-0.0000	1.4971e+07
0.7000	0.1500	0.1500	1.6122e+07
0.7500	0.0000	0.2500	1.6484e+07
0.7000	0.2000	0.1000	1.5758e+07
0.7500	0.0500	0.2000	1.6188e+07
0.7000	0.2500	0.0500	1.5342e+07
0.7500	0.1000	0.1500	1.5859e+07
0.7000	0.3000	-0.0000	1.4713e+07
0.8000	0.0000	0.2000	1.5907e+07
0.7500	0.1500	0.1000	1.5500e+07
0.7500	0.2000	0.0500	1.5074e+07
0.8000	0.0500	0.1500	1.5587e+07
0.7500	0.2500	0.0000	1.4446e+07
0.8000	0.1000	0.1000	1.5227e+07
0.8500	0.0000	0.1500	1.5287e+07
0.8000	0.1500	0.0500	1.4796e+07
0.8000	0.2000	-0.0000	1.4166e+07
0.8500	0.0500	0.1000	1.4931e+07
0.9000	0.0000	0.1000	1.4601e+07
0.8500	0.1500	-0.0000	1.3867e+07
0.8500	0.1000	0.0500	1.4497e+07
1.0000	0.0000	0.0000	1.2684e+07
0.9000	0.1000	-0.0000	1.3541e+07
0.9500	0.0000	0.0500	1.3782e+07
0.9000	0.0500	0.0500	1.4169e+07
0.9500	0.0500	-0.0000	1.3171e+07
