0.0000	0.5000	0.5000	2.1129e+07
0.0000	0.6500	0.3500	2.0394e+07
0.0000	0.4500	0.5500	2.1367e+07
0.0000	0.6000	0.4000	2.0641e+07
0.0000	0.5500	0.4500	2.0887e+07
0.0000	0.3500	0.6500	2.1850e+07
0.0000	0.4000	0.6000	2.1606e+07
0.0000	0.7000	0.3000	2.0132e+07
0.0000	0.3000	0.7000	2.2072e+07
0.0000	0.0500	0.9500	2.3232e+07
0.0000	0.7500	0.2500	1.9859e+07
0.0000	0.8000	0.2000	1.9576e+07
0.0000	0.9500	0.0500	1.8583e+07
0.0000	0.9000	0.1000	1.8957e+07
0.0000	0.8500	0.1500	1.9281e+07
0.0000	0.2000	0.8000	2.2536e+07
0.0000	0.2500	0.7500	2.2305e+07
0.0000	0.0000	1.0000	2.3458e+07
0.0000	1.0000	0.0000	1.8045e+07
0.0500	0.4500	0.5000	2.0910e+07
0.0000	0.1500	0.8500	2.2767e+07
0.0000	0.1000	0.9000	2.3004e+07
0.0500	0.5000	0.4500	2.0665e+07
0.0500	0.5500	0.4000	2.0425e+07
0.0500	0.4000	0.5500	2.1150e+07
0.0500	0.3500	0.6000	2.1390e+07
0.0500	0.6000	0.3500	2.0173e+07
0.0500	0.3000	0.6500	2.1622e+07
0.0500	0.2500	0.7000	2.1853e+07
0.0500	0.6500	0.3000	1.9905e+07
0.0500	0.1500	0.8000	2.2318e+07
0.0500	0.2000	0.7500	2.2094e+07
0.0500	0.7000	0.2500	1.9636e+07
0.0500	0.0000	0.9500	2.3021e+07
0.0500	0.1000	0.8500	2.2545e+07
0.0500	0.7500	0.2000	1.9350e+07
0.0500	0.0500	0.9000	2.2783e+07
0.0500	0.8500	0.1000	1.8726e+07
0.0500	0.8000	0.1500	1.9050e+07
0.0500	0.9000	0.0500	1.8357e+07
0.1000	0.4000	0.5000	2.0699e+07
0.1000	0.4500	0.4500	2.0457e+07
0.1000	0.2500	0.6500	2.1413e+07
0.1000	0.3500	0.5500	2.0940e+07
0.1000	0.1500	0.7500	2.1871e+07
0.0500	0.9500	-0.0000	1.7805e+07
0.1000	0.5500	0.3500	1.9955e+07
0.1000	0.5000	0.4000	2.0207e+07
0.1000	0.2000	0.7000	2.1641e+07
0.1000	0.1000	0.8000	2.2111e+07
0.1000	0.3000	0.6000	2.1178e+07
0.1000	0.0000	0.9000	2.2571e+07
0.1000	0.0500	0.8500	2.2342e+07
0.1000	0.6000	0.3000	1.9688e+07
0.1000	0.7000	0.2000	1.9130e+07
0.1000	0.6500	0.2500	1.9411e+07
0.1500	0.2500	0.6000	2.0962e+07
0.1500	0.2000	0.6500	2.1192e+07
0.1500	0.3000	0.5500	2.0732e+07
0.1500	0.1500	0.7000	2.1435e+07
0.1500	0.3500	0.5000	2.0485e+07
0.1000	0.7500	0.1500	1.8825e+07
0.1500	0.1000	0.7500	2.1666e+07
0.1000	0.8000	0.1000	1.8496e+07
0.1500	0.0000	0.8500	2.2125e+07
0.1000	0.8500	0.0500	1.8123e+07
0.1500	0.4000	0.4500	2.0248e+07
0.1500	0.0500	0.8000	2.1897e+07
0.1500	0.4500	0.4000	1.9996e+07
0.1000	0.9000	0.0000	1.7568e+07
0.1500	0.5000	0.3500	1.9738e+07
0.1500	0.5500	0.3000	1.9474e+07
0.2000	0.2000	0.6000	2.0762e+07
0.1500	0.6500	0.2000	1.8913e+07
0.1500	0.6000	0.2500	1.9196e+07
0.2000	0.1500	0.6500	2.0991e+07
0.2000	0.0500	0.7500	2.1457e+07
0.2000	0.3500	0.4500	2.0033e+07
0.2000	0.1000	0.7000	2.1225e+07
0.1500	0.7000	0.1500	1.8607e+07
0.2000	0.0000	0.8000	2.1677e+07
0.2000	0.2500	0.5500	2.0519e+07
0.2000	0.3000	0.5000	2.0276e+07
0.1500	0.7500	0.1000	1.8273e+07
0.1500	0.8000	0.0500	1.7897e+07
0.2000	0.4000	0.4000	1.9786e+07
0.2500	0.1000	0.6500	2.0785e+07
0.1500	0.8500	-0.0000	1.7336e+07
0.2000	0.4500	0.3500	1.9522e+07
0.2000	0.5000	0.3000	1.9263e+07
0.2500	0.0500	0.7000	2.1007e+07
0.2500	0.1500	0.6000	2.0548e+07
0.2000	0.5500	0.2500	1.8982e+07
0.2000	0.6000	0.2000	1.8698e+07
0.2500	0.0000	0.7500	2.1245e+07
0.2500	0.2000	0.5500	2.0310e+07
0.2500	0.3000	0.4500	1.9816e+07
0.2000	0.6500	0.1500	1.8391e+07
0.2000	0.7000	0.1000	1.8054e+07
0.2500	0.2500	0.5000	2.0068e+07
0.2000	0.7500	0.0500	1.7675e+07
