0.0000	0.0000	1.0000	8.8177e+06
0.0000	0.1000	0.9000	8.6409e+06
0.0000	0.1500	0.8500	8.5695e+06
0.0000	0.2000	0.8000	8.4810e+06
0.0000	0.5000	0.5000	7.9451e+06
0.0000	0.3000	0.7000	8.3045e+06
0.0000	0.3500	0.6500	8.2206e+06
0.0000	0.0500	0.9500	8.7348e+06
0.0000	0.9000	0.1000	7.0300e+06
0.0000	0.4500	0.5500	8.0464e+06
0.0000	0.6000	0.4000	7.7523e+06
0.0000	0.5500	0.4500	7.8585e+06
0.0000	0.6500	0.3500	7.6450e+06
0.0000	0.8500	0.1500	7.1724e+06
0.0000	0.7500	0.2500	7.4305e+06
0.0000	0.7000	0.3000	7.5353e+06
0.0000	0.8000	0.2000	7.3065e+06
0.0000	0.9500	0.0500	6.8697e+06
0.0000	1.0000	0.0000	6.6669e+06
0.0500	0.0500	0.9000	8.6244e+06
0.0500	0.1500	0.8000	8.4584e+06
0.0500	0.0000	0.9500	8.7130e+06
0.0500	0.1000	0.8500	8.5424e+06
0.0500	0.2000	0.7500	8.3711e+06
0.0500	0.2500	0.7000	8.2841e+06
0.0500	0.3500	0.6000	8.1059e+06
0.0500	0.8500	0.1000	6.9541e+06
0.0500	0.3000	0.6500	8.1962e+06
0.0500	0.4500	0.5000	7.9157e+06
0.0500	0.4000	0.5500	8.0120e+06
0.0500	0.5500	0.4000	7.7178e+06
0.0500	0.5000	0.4500	7.8195e+06
0.0500	0.8000	0.1500	7.1230e+06
0.0500	0.6000	0.3500	7.6106e+06
0.0500	0.9000	0.0500	6.7977e+06
0.0000	0.4000	0.6000	8.1381e+06
0.0000	0.2500	0.7500	8.4000e+06
0.0500	0.7000	0.2500	7.3838e+06
0.0500	0.7500	0.2000	7.2579e+06
0.0500	0.6500	0.3000	7.5016e+06
0.0500	0.9500	-0.0000	6.5970e+06
0.1000	0.0500	0.8500	8.4835e+06
0.1000	0.1000	0.8000	8.3951e+06
0.1000	0.0000	0.9000	8.5647e+06
0.1000	0.2000	0.7000	8.2227e+06
0.1000	0.1500	0.7500	8.3100e+06
0.1000	0.3500	0.5500	7.9506e+06
0.1000	0.2500	0.6500	8.1356e+06
0.1000	0.3000	0.6000	8.0440e+06
0.1000	0.4000	0.5000	7.8549e+06
0.1000	0.5000	0.4000	7.6549e+06
0.1000	0.8000	0.1000	6.9066e+06
0.1000	0.7000	0.2000	7.1940e+06
0.1000	0.4500	0.4500	7.7583e+06
0.1000	0.8500	0.0500	6.7311e+06
0.1000	0.7500	0.1500	7.0571e+06
0.1000	0.6500	0.2500	7.3203e+06
0.1000	0.6000	0.3000	7.4391e+06
0.1000	0.5500	0.3500	7.5508e+06
0.1000	0.9000	0.0000	6.5272e+06
0.1500	0.0000	0.8500	8.4208e+06
0.1500	0.0500	0.8000	8.3347e+06
0.1500	0.1000	0.7500	8.2488e+06
0.1500	0.1500	0.7000	8.1601e+06
0.1500	0.3000	0.5500	7.8895e+06
0.1500	0.2500	0.6000	7.9821e+06
0.1500	0.2000	0.6500	8.0731e+06
0.1500	0.4500	0.4000	7.5921e+06
0.1500	0.3500	0.5000	7.7950e+06
0.1500	0.4000	0.4500	7.6958e+06
0.1500	0.5000	0.3500	7.4884e+06
0.1500	0.5500	0.3000	7.3747e+06
0.1500	0.6000	0.2500	7.2554e+06
0.1500	0.6500	0.2000	7.1307e+06
0.1500	0.8500	-0.0000	6.4525e+06
0.1500	0.8000	0.0500	6.6728e+06
0.1500	0.7000	0.1500	6.9926e+06
0.2000	0.0000	0.8000	8.2723e+06
0.1500	0.7500	0.1000	6.8397e+06
0.2000	0.0500	0.7500	8.1855e+06
0.2000	0.1000	0.7000	8.0994e+06
0.2000	0.1500	0.6500	8.0106e+06
0.2000	0.2000	0.6000	7.9196e+06
0.2000	0.3000	0.5000	7.7322e+06
0.2000	0.2500	0.5500	7.8282e+06
0.2000	0.3500	0.4500	7.6319e+06
0.2000	0.6500	0.1500	6.9229e+06
0.2000	0.7500	0.0500	6.6019e+06
0.2000	0.7000	0.1000	6.7708e+06
0.2000	0.4500	0.3500	7.4238e+06
0.2000	0.6000	0.2000	7.0641e+06
0.2000	0.8000	0.0000	6.3806e+06
0.2000	0.4000	0.4000	7.5320e+06
0.2000	0.5000	0.3000	7.3099e+06
0.2000	0.5500	0.2500	7.1923e+06
0.2500	0.0000	0.7500	8.1231e+06
0.2500	0.0500	0.7000	8.0364e+06
0.2500	0.1000	0.6500	7.9473e+06
0.2500	0.1500	0.6000	7.8575e+06
0.2500	0.2000	0.5500	7.7646e+06
